ID,cosecha,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Columna1,Columna2,Columna3
564,2022,10.3,0.32,NA,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,A,,,
565,2022,8.9,0.4,NA,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,B,,,
566,2022,11.4,0.26,NA,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,C,,,
567,2022,7.7,0.27,NA,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,B,,,
568,2022,7.6,0.52,NA,3,0.067,12,53,0.9971,3.36,0.57,9.1,D,,,
569,2022,8.9,0.4,NA,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,B,,,
570,2022,9.9,0.59,NA,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,D,,,
571,2022,9.9,0.59,NA,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,D,,,
572,2022,12,0.45,NA,2,0.073,25,49,0.9997,3.1,0.76,10.3,C,,,
573,2022,7.5,0.4,NA,3,0.092,29,53,0.9967,3.37,0.7,10.3,C,,,
574,2022,8.7,0.52,NA,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,B,,,
575,2022,11.6,0.42,NA,3.3,0.105,33,98,1.001,3.2,0.95,9.2,D,,,
576,2022,8.7,0.52,NA,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,B,,,
577,2022,11,0.2,NA,2,0.343,6,18,0.9979,3.3,0.71,10.5,D,,,
578,2022,10.4,0.55,NA,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,C,,,
579,2022,6.9,0.36,NA,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,C,,,
580,2022,13.3,0.34,NA,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,C,,,
581,2022,10.8,0.5,NA,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,D,,,
582,2022,10.6,0.83,NA,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,D,,,
583,2022,7.1,0.63,NA,2,0.083,8,29,0.99855,3.67,0.73,9.6,D,,,
584,2022,7.2,0.65,NA,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,D,,,
585,2022,6.9,0.67,NA,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,D,,,
586,2022,7.5,0.53,NA,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,C,,,
587,2022,11.1,0.18,NA,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,C,,,
588,2022,8.3,0.705,NA,2.6,0.092,12,28,0.9994,3.51,0.72,10,D,,,
589,2022,7.4,0.67,NA,1.6,0.186,5,21,0.996,3.39,0.54,9.5,D,,,
590,2022,8.4,0.65,NA,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,D,,,
591,2022,10.3,0.53,NA,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,C,,,
592,2022,7.6,0.62,NA,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,D,,,
593,2022,10.3,0.41,NA,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,C,,,
594,2022,10.3,0.43,NA,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,C,,,
595,2022,7.4,0.29,NA,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,C,,,
596,2022,10.3,0.53,NA,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,C,,,
597,2022,7.9,0.53,NA,2,0.072,15,105,0.996,3.27,0.54,9.4,C,,,
598,2022,9,0.46,NA,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,C,,,
599,2022,8.6,0.47,NA,3,0.076,30,135,0.9976,3.3,0.53,9.4,D,,,
600,2022,7.4,0.36,NA,2.6,0.087,26,72,0.99645,3.39,0.68,11,D,,,
601,2022,7.1,0.35,NA,2.5,0.096,20,53,0.9962,3.42,0.65,11,C,,,
602,2022,9.6,0.56,NA,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,D,,,
603,2022,9.6,0.77,NA,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,C,,,
604,2022,9.8,0.66,NA,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,B,,,
605,2022,9.6,0.77,NA,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,C,,,
606,2022,9.8,0.66,NA,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,B,,,
607,2022,9.3,0.61,NA,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,D,,,
608,2022,7.8,0.62,NA,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,D,,,
609,2022,10.3,0.59,NA,2.8,0.09,35,73,0.999,3.28,0.7,9.5,C,,,
610,2022,10,0.49,NA,11,0.071,13,50,1.0015,3.16,0.69,9.2,C,,,
611,2022,10,0.49,NA,11,0.071,13,50,1.0015,3.16,0.69,9.2,C,,,
612,2022,11.6,0.53,NA,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,B,,,
613,2022,10.3,0.44,NA,4.5,0.107,5,13,0.998,3.28,0.83,11.5,D,,,
614,2022,13.4,0.27,NA,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,C,,,
615,2022,10.7,0.46,NA,2,0.061,7,15,0.9981,3.18,0.62,9.5,D,,,
616,2022,10.2,0.36,NA,2.9,0.122,10,41,0.998,3.23,0.66,12.5,C,,,
617,2022,10.2,0.36,NA,2.9,0.122,10,41,0.998,3.23,0.66,12.5,C,,,
618,2022,8,0.58,NA,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,C,,,
619,2022,8.4,0.56,NA,2.1,0.105,16,44,0.9958,3.13,0.52,11,D,,,
620,2022,7.9,0.65,NA,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,B,,,
621,2022,11.9,0.695,NA,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,B,,,
622,2022,8.9,0.43,NA,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,C,,,
623,2022,7.8,0.43,NA,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,D,,,
624,2022,12.4,0.49,NA,3,0.103,28,99,1.0008,3.16,1,11.5,C,,,
625,2022,12.5,0.28,NA,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,B,,,
626,2022,12.2,0.34,NA,2.4,0.066,10,21,1,3.12,1.18,9.2,C,,,
627,2022,10.6,0.42,NA,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,C,,,
628,2022,10.9,0.39,NA,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,C,,,
629,2022,10.9,0.39,NA,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,C,,,
630,2022,11.9,0.57,NA,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,C,,,
631,2022,7,0.685,NA,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,D,,,
632,2022,6.6,0.815,NA,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,B,,,
633,2022,13.8,0.49,NA,3,0.093,6,15,0.9986,3.02,0.93,12,C,,,
634,2022,9.6,0.56,NA,2.8,0.089,15,46,0.9979,3.11,0.92,10,C,,,
635,2022,9.1,0.785,NA,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,C,,,
636,2022,10.7,0.67,NA,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,C,,,
637,2022,9.1,0.795,NA,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,C,,,
638,2022,7.7,0.665,NA,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,D,,,
639,2022,13.5,0.53,NA,4.8,0.12,23,77,1.0018,3.18,0.77,13,D,,,
640,2022,6.1,0.21,NA,1.4,0.066,40,165,0.9912,3.25,0.59,11.9,C,,,
641,2022,6.7,0.75,NA,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,C,,,
642,2022,11.5,0.41,NA,3,0.08,29,55,1.0001,3.26,0.88,11,D,,,
643,2022,10.5,0.42,NA,2.95,0.116,12,29,0.997,3.24,0.75,11.7,B,,,
644,2022,11.9,0.43,NA,3.1,0.109,10,23,1,3.15,0.85,10.4,B,,,
645,2022,12.6,0.38,NA,2.6,0.088,10,41,1.001,3.17,0.68,9.8,C,,,
646,2022,8.2,0.7,NA,2,0.099,14,81,0.9973,3.19,0.7,9.4,D,,,
647,2022,8.6,0.45,NA,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,C,,,
648,2022,11.9,0.58,NA,2.5,0.072,6,37,0.9992,3.05,0.56,10,D,,,
649,2022,12.5,0.46,NA,2,0.071,6,15,0.9988,2.99,0.87,10.2,D,,,
650,2022,12.8,0.615,NA,5.8,0.083,7,42,1.0022,3.07,0.73,10,B,,,
651,2022,10,0.42,NA,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,C,,,
652,2022,12.8,0.615,NA,5.8,0.083,7,42,1.0022,3.07,0.73,10,B,,,
653,2022,10.4,0.575,NA,2.6,0.076,11,24,1,3.16,0.69,9,D,,,
654,2022,10.3,0.34,NA,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,D,,,
655,2022,9.4,0.27,NA,2.4,0.074,6,18,0.9962,3.2,1.13,12,B,,,
656,2022,6.9,0.765,NA,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,D,,,
657,2022,7.9,0.24,NA,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,C,,,
658,2022,9.1,0.28,NA,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,C,,,
659,2022,7.4,0.55,NA,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,D,,,
660,2022,14,0.41,NA,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,C,,,
661,2022,11.5,0.54,NA,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,B,,,
662,2022,11.5,0.45,NA,3,0.078,19,47,1.0003,3.26,1.11,11,C,,,
663,2022,9.4,0.27,NA,2.4,0.074,6,18,0.9962,3.2,1.13,12,B,,,
664,2022,11.4,0.625,NA,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,C,,,
665,2022,8.3,0.42,NA,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,C,,,
666,2022,8.3,0.26,NA,2,0.08,11,27,0.9974,3.21,0.8,9.4,C,,,
667,2022,13.7,0.415,NA,2.9,0.085,17,43,1.0014,3.06,0.8,10,C,,,
668,2022,8.3,0.26,NA,2,0.08,11,27,0.9974,3.21,0.8,9.4,C,,,
669,2022,8.3,0.26,NA,2,0.08,11,27,0.9974,3.21,0.8,9.4,C,,,
670,2022,7.7,0.51,NA,2.1,0.087,23,54,0.998,3.42,0.74,9.2,D,,,
671,2022,7.4,0.63,NA,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,C,,,
672,2022,7.8,0.54,NA,2,0.088,23,48,0.9981,3.41,0.74,9.2,C,,,
673,2022,8.3,0.66,NA,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,C,,,
674,2022,7.8,0.46,NA,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,C,,,
675,2022,9.6,0.38,NA,2.5,0.096,16,49,0.9982,3.19,0.7,10,B,,,
676,2022,5.6,0.85,NA,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,A,,,
677,2022,13.7,0.415,NA,2.9,0.085,17,43,1.0014,3.06,0.8,10,C,,,
678,2022,9.5,0.37,NA,2,0.082,6,26,0.998,3.18,0.51,9.5,D,,,
679,2022,8.4,0.665,NA,2,0.112,13,95,0.997,3.16,0.54,9.1,D,,,
680,2022,12.7,0.6,NA,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,D,,,
681,2022,12,0.37,NA,4.2,0.066,7,38,1.0004,3.22,0.6,13,B,,,
682,2022,6.6,0.735,NA,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,D,,,
683,2022,11.5,0.59,NA,2.6,0.087,13,49,0.9988,3.18,0.65,11,C,,,
684,2022,11.5,0.59,NA,2.6,0.087,13,49,0.9988,3.18,0.65,11,C,,,
685,2022,8.7,0.765,NA,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,D,,,
686,2022,6.6,0.735,NA,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,D,,,
687,2022,7.7,0.26,NA,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,C,,,
688,2022,12.2,0.48,NA,2.6,0.085,19,64,1,3.1,0.61,10.5,C,,,
689,2022,11.4,0.6,NA,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,C,,,
690,2022,7.7,0.69,NA,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,D,,,
691,2022,8.7,0.31,NA,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,C,,,
692,2022,9.8,0.44,NA,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,C,,,
693,2022,12,0.39,NA,3,0.093,12,30,0.9996,3.18,0.63,10.8,B,,,
694,2022,10.4,0.34,NA,3.7,0.174,6,16,0.997,3.19,0.7,11.3,C,,,
695,2022,12.5,0.46,NA,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,E,,,
696,2022,9,0.43,NA,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,C,,,
697,2022,9.1,0.45,NA,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,D,,,
698,2022,7.1,0.735,NA,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,D,,,
699,2022,9.9,0.4,NA,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,B,,,
700,2022,8.8,0.52,NA,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,D,,,
701,2022,8.6,0.725,NA,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,D,,,
702,2022,10.6,0.48,NA,2.2,0.111,6,20,0.997,3.26,0.66,11.7,C,,,
703,2022,12.5,0.46,NA,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,E,,,
704,2022,7,0.58,NA,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,D,,,
705,2022,11.9,0.38,NA,2,0.121,7,20,0.9996,3.24,0.76,10.4,C,,,
706,2022,6.8,0.77,NA,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,D,,,
707,2022,9.5,0.56,NA,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,B,,,
708,2022,6.6,0.84,NA,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,B,,,
709,2022,7.7,0.96,NA,2,0.047,15,60,0.9955,3.36,0.44,10.9,D,,,
710,2022,10.5,0.24,NA,2.1,0.066,6,24,0.9978,3.15,0.9,11,B,,,
711,2022,7.7,0.96,NA,2,0.047,15,60,0.9955,3.36,0.44,10.9,D,,,
712,2022,6.6,0.84,NA,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,B,,,
713,2022,6.4,0.67,NA,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,C,,,
714,2022,9.5,0.78,NA,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,C,,,
715,2022,9.1,0.52,NA,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,D,,,
716,2022,12.8,0.84,NA,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,C,,,
717,2022,10.5,0.24,NA,2.1,0.066,6,24,0.9978,3.15,0.9,11,B,,,
718,2022,7.8,0.55,NA,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,D,,,
719,2022,11.9,0.37,NA,2.3,0.078,12,24,0.9958,3,0.65,12.8,C,,,
720,2022,12.3,0.39,NA,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,D,,,
721,2022,10.4,0.41,NA,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,C,,,
722,2022,12.3,0.39,NA,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,D,,,
723,2022,8,0.67,NA,2,0.06,38,62,0.9958,3.26,0.56,10.2,C,,,
724,2022,11.1,0.45,NA,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,C,,,
725,2022,10.4,0.41,NA,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,C,,,
726,2022,7,0.62,NA,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,D,,,
727,2022,12.6,0.31,NA,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,A,,,
728,2022,12.6,0.31,NA,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,A,,,
729,2022,11.9,0.4,NA,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,C,,,
730,2022,15.6,0.685,NA,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,B,,,
731,2022,10,0.44,NA,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,B,,,
732,2022,5.3,0.57,NA,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,B,,,
733,2022,9.5,0.735,NA,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,C,,,
734,2022,12.5,0.38,NA,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,D,,,
735,2022,9.3,0.48,NA,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,D,,,
736,2022,8.6,0.53,NA,2,0.1,7,27,0.9967,3.2,0.56,10.2,C,,,
737,2022,11.9,0.39,NA,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,C,,,
738,2022,11.9,0.39,NA,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,C,,,
739,2022,8.4,0.37,NA,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,C,,,
740,2022,6.8,0.56,NA,1.7,0.084,18,35,0.9968,3.44,0.63,10,C,,,
741,2022,10.4,0.33,NA,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,B,,,
742,2022,7,0.23,NA,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,D,,,
743,2022,11.3,0.62,NA,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,A,,,
744,2022,8.9,0.59,NA,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,D,,,
745,2022,9.2,0.63,NA,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,D,,,
746,2022,10.4,0.33,NA,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,B,,,
747,2022,11.6,0.58,NA,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,,,
748,2022,9.2,0.43,NA,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,C,,,
749,2022,8.3,0.615,NA,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,D,,,
750,2022,11,0.26,NA,2.55,0.085,10,25,0.997,3.18,0.61,11.8,D,,,
751,2022,8.1,0.66,NA,2.2,0.098,25,129,0.9972,3.08,0.53,9,D,,,
752,2022,11.5,0.315,NA,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,C,,,
753,2022,10,0.29,NA,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,D,,,
754,2022,10.3,0.5,NA,2,0.069,21,51,0.9982,3.16,0.72,11.5,C,,,
755,2022,8.8,0.46,NA,2.6,0.065,7,18,0.9947,3.32,0.79,14,C,,,
756,2022,11.4,0.36,NA,2.1,0.09,6,21,1,3.17,0.62,9.2,C,,,
757,2022,8.7,0.82,NA,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,D,,,
758,2022,13,0.32,NA,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,D,,,
759,2022,9.6,0.54,NA,2.4,0.081,25,52,0.997,3.2,0.71,11.4,C,,,
760,2022,12.5,0.37,NA,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,C,,,
761,2022,9.9,0.35,NA,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,D,,,
762,2022,10.5,0.28,NA,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,C,,,
763,2022,9.6,0.68,NA,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,D,,,
764,2022,9.3,0.27,NA,2,0.091,6,16,0.998,3.28,0.7,9.7,D,,,
765,2022,10.4,0.24,NA,1.8,0.075,6,20,0.9977,3.18,1.06,11,C,,,
766,2022,9.6,0.68,NA,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,D,,,
767,2022,9.4,0.685,NA,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,C,,,
768,2022,10.6,0.28,NA,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,D,,,
769,2022,9.4,0.3,NA,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,A,,,
770,2022,10.6,0.36,NA,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,D,,,
771,2022,10.6,0.36,NA,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,D,,,
772,2022,10.6,0.44,NA,4.1,0.114,6,24,0.997,3.06,0.66,13.4,C,,,
773,2022,10.2,0.67,NA,1.9,0.054,6,17,0.9976,3.17,0.47,10,D,,,
774,2022,10.2,0.67,NA,1.9,0.054,6,17,0.9976,3.17,0.47,10,D,,,
775,2022,10.2,0.645,NA,1.8,0.053,5,14,0.9982,3.17,0.42,10,C,,,
776,2022,11.6,0.32,NA,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,B,,,
777,2022,9.3,0.39,NA,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,C,,,
778,2022,9.3,0.775,NA,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,C,,,
779,2022,9.2,0.41,NA,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,B,,,
780,2022,8.9,0.4,NA,2.6,0.052,13,27,0.995,3.32,0.9,13.4,B,,,
781,2022,8.7,0.69,NA,3,0.086,23,81,1.0002,3.48,0.74,11.6,C,,,
782,2022,6.5,0.39,NA,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,C,,,
783,2022,10.7,0.35,NA,2.6,0.07,5,16,0.9972,3.15,0.65,11,A,,,
784,2022,7.8,0.52,NA,1.9,0.081,14,38,0.9984,3.43,0.65,9,C,,,
785,2022,7.2,0.34,NA,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,D,,,
786,2022,10.7,0.35,NA,2.6,0.07,5,16,0.9972,3.15,0.65,11,A,,,
787,2022,8.7,0.69,NA,3,0.086,23,81,1.0002,3.48,0.74,11.6,C,,,
788,2022,7.8,0.52,NA,1.9,0.081,14,38,0.9984,3.43,0.65,9,C,,,
789,2022,10.4,0.44,NA,6.55,0.074,38,76,0.999,3.17,0.85,12,B,,,
790,2022,10.4,0.44,NA,6.55,0.074,38,76,0.999,3.17,0.85,12,B,,,
791,2022,10.5,0.26,NA,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,B,,,
792,2022,10.5,0.24,NA,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,B,,,
793,2022,10.2,0.49,NA,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,B,,,
794,2022,10.4,0.24,NA,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,B,,,
795,2022,11.2,0.67,NA,2.3,0.084,6,13,1,3.17,0.71,9.5,C,,,
796,2022,10,0.59,NA,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,C,,,
797,2022,13.3,0.29,NA,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,B,,,
798,2022,12.4,0.42,NA,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,D,,,
799,2022,10,0.59,NA,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,C,,,
800,2022,10.7,0.4,NA,2.1,0.125,15,49,0.998,3.03,0.81,9.7,C,,,
801,2022,10.5,0.51,NA,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,B,,,
802,2022,10.5,0.51,NA,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,B,,,
803,2022,8.5,0.655,NA,6.1,0.122,34,151,1.001,3.31,1.14,9.3,D,,,
804,2022,12.5,0.6,NA,4.3,0.1,5,14,1.001,3.25,0.74,11.9,C,,,
805,2022,10.4,0.61,NA,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,,,
806,2022,10.9,0.21,NA,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,C,,,
807,2022,7.3,0.365,NA,2.5,0.088,39,106,0.9966,3.36,0.78,11,D,,,
808,2022,9.8,0.25,NA,2.7,0.088,15,33,0.9982,3.42,0.9,10,C,,,
809,2022,7.6,0.41,NA,2,0.088,16,43,0.998,3.48,0.64,9.1,D,,,
810,2022,8.2,0.39,NA,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,D,,,
811,2022,9.3,0.4,NA,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,D,,,
812,2022,9.2,0.43,NA,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,D,,,
813,2022,10.4,0.64,NA,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,D,,,
814,2022,7.3,0.365,NA,2.5,0.088,39,106,0.9966,3.36,0.78,11,D,,,
815,2022,7,0.38,NA,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,C,,,
816,2022,8.2,0.42,NA,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,C,,,
817,2022,9.9,0.63,NA,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,D,,,
818,2022,9.1,0.22,NA,2.1,0.078,1,28,0.999,3.41,0.87,10.3,C,,,
819,2022,11.9,0.38,NA,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,D,,,
820,2022,11.9,0.38,NA,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,D,,,
821,2022,10.3,0.27,NA,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,C,,,
822,2022,10,0.48,NA,2.7,0.102,13,32,1,3.28,0.56,10,C,,,
823,2022,9.1,0.22,NA,2.1,0.078,1,28,0.999,3.41,0.87,10.3,C,,,
824,2022,9.9,0.63,NA,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,D,,,
825,2022,8.1,0.825,NA,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,C,,,
826,2022,12.9,0.35,NA,5.8,0.066,5,35,1.0014,3.2,0.66,12,B,,,
827,2022,11.2,0.5,NA,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,D,,,
828,2022,9.2,0.59,NA,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,D,,,
829,2022,9.5,0.46,NA,6.3,0.064,5,17,0.9988,3.21,0.73,11,C,,,
830,2022,9.3,0.715,NA,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,D,,,
831,2022,11.2,0.66,NA,2.5,0.085,16,53,0.9993,3.06,0.72,11,C,,,
832,2022,14.3,0.31,NA,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,C,,,
833,2022,9.1,0.47,NA,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,D,,,
834,2022,7.5,0.55,NA,2,0.078,10,28,0.9983,3.45,0.78,9.5,C,,,
835,2022,10.6,0.31,NA,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,C,,,
836,2022,12.4,0.35,NA,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,C,,,
837,2022,9,0.53,NA,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,C,,,
838,2022,6.8,0.51,NA,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,C,,,
839,2022,9.4,0.43,NA,2.8,0.092,14,45,0.998,3.19,0.73,10,C,,,
840,2022,9.5,0.46,NA,2.7,0.092,14,44,0.998,3.12,0.74,10,C,,,
841,2022,5,1.04,NA,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,D,,,
842,2022,15.5,0.645,NA,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,D,,,
843,2022,15.5,0.645,NA,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,D,,,
844,2022,10.9,0.53,NA,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,C,,,
845,2022,15.6,0.645,NA,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,D,,,
846,2022,10.9,0.53,NA,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,C,,,
